CmteID,Cycle,PACShort,Affiliate,Ultorg,RecipID,RecipCode,FECCandID,Party,PrimCode,Source,Sensitive,Foreign,Active
C00025536,1994,TRW Inc,,TRW Inc,C00025536,PB,,,D3000,S&P94,Y,0,1
C00025668,1994,Bancorp Hawaii,,Bancorp Hawaii,C00025668,PB,,,F1100,S&P94,N,0,1
C00027342,1994,International Brotherhood of Electrical Workers,International Brotherhood of Electrical Workers,International Brotherhood of Electrical Workers,C00027342,PL,,,LC150,Phone,N,0,1
C00027359,1994,Ironworkers Union,Ironworkers Union,Ironworkers Union,C00027359,PL,,,LB100,AFP88,N,0,1
C00027532,1994,American Maritime Officers,American Maritime Officers,American Maritime Officers,C00027532,PL,,,LT500,AFP88,N,0,1
C00028670,1994,Georgia-Pacific Corp,,Georgia-Pacific Corp,C00028670,PB,,,A5000,S&P94,Y,0,1
C00028787,1994,National Cattlemen's Assn,National Cattlemen's Assn,National Cattlemen's Assn,C00028787,PB,,,A3000,WebEC,N,0,1
C00028860,1994,American Federation of Teachers,American Federation of Teachers,American Federation of Teachers,C00028860,PL,,,L1300,AFP88,N,0,1
C00029165,1994,Council for a Livable World,Council for a Livable World,Council for a Livable World,C00029165,PI,,,JD200,AFP88,N,0,1
C00029348,1994,American Forest & Paper Assn,,American Forest & Paper Assn,C00029348,PB,,,A5000,AFP88,Y,0,1
C00029447,1994,International Assn of Fire Fighters,International Assn of Fire Fighters,International Assn of Fire Fighters,C00029447,PL,,,L1400,AFP88,N,0,1
C00029504,1994,Operating Engineers Union,Operating Engineers Union,Operating Engineers Union,C00029504,PL,,,LB100,AFP88,N,0,1
C00030007,1994,Oklahoma Medical Assn,American Medical Assn,American Medical Assn,C00030007,PB,,,H1100,AFP88,N,0,1
C00030478,1994,Brown & Root,Halliburton Co,Halliburton Co,C00030478,PB,,,B1000,S&P94,Y,0,1
C00030593,1994,Associated Credit Bureaus,,Associated Credit Bureaus,C00030593,PB,,,F1400,NTPA89,N,0,1
C00030635,1994,"Oil, Chemical & Atomic Workers Union","Oil, Chemical & Atomic Workers Union","Oil, Chemical & Atomic Workers Union",C00030635,PL,,,LE200,AFP88,N,0,1
C00030676,1994,USX Corp,USX Corp,USX Corp,C00030676,PB,,,E1100,S&P94,Y,0,1
C00030718,1994,National Assn of Realtors,National Assn of Realtors,National Assn of Realtors,C00030718,PB,,,F4200,AFP88,N,0,1
C00030734,1994,Distilled Spirits Council,,Distilled Spirits Council,C00030734,PB,,,G2820,NTPA89,N,0,1
C00030783,1994,Lockheed Corp,,Lockheed Corp,C00030783,PB,,,D2000,S&P94,Y,0,1
C00030809,1994,National Assn of Retail Druggists,,National Assn of Retail Druggists,C00030809,PB,,,H1750,AFP88,Y,0,1
C00032391,1994,Trans World Airlines,,Trans World Airlines,C00032391,PB,,,T1100,S&P94,N,0,1
C00032441,1994,American Textile Manufacturers Institute,,American Textile Manufacturers Institute,C00032441,PB,,,M8000,AFP88,N,0,1
C00032573,1994,Coors Brewing,,Adolph Coors Co,C00032573,PB,,,G2810,S&P94,N,0,1
C00032599,1994,Abex Inc,,Abex Inc,C00032599,PB,,,D2000,S&P/Phone,Y,0,1
C00032656,1994,Montgomery Ward,,Montgomery Ward,C00032656,PB,,,G4300,S&P94,N,0,1
C00032698,1994,Independent Bankers Assn,,Independent Bankers Assn,C00032698,PB,,,F1100,AFP88,N,0,1
C00032797,1994,Vinson & Elkins,,Vinson & Elkins,C00032797,PB,,,K1000,Duns,Y,0,1
C00032805,1994,Atlantic Richfield,,Atlantic Richfield,C00032805,PB,,,E1110,S&P94,Y,0,1
C00032813,1994,Dow Chemical,Dow Chemical,Dow Chemical,C00032813,PB,,,M1000,S&P94,Y,0,1
C00032979,1994,Teamsters Union,Teamsters Union,Teamsters Union,C00032979,PL,,,LT300,Phone,N,0,1
C00032995,1994,Amalgamated Transit Union,Amalgamated Transit Union,Amalgamated Transit Union,C00032995,PL,,,LT000,WebDS,N,0,1
C00033027,1994,Automotive Service Assn,,Automotive Service Assn,C00033027,PB,,,T2400,NTPA89,N,0,1
C00033084,1994,JC Nichols Co,,JC Nichols Co,C00033084,PB,,,F4100,S&P94,N,0,1
C00033092,1994,Winn-Dixie Stores,,Winn-Dixie Stores,C00033092,PB,,,G2400,S&P94,N,0,1
C00033423,1994,Household International,,Household International,C00033423,PB,,,F1400,S&P94,Y,0,1
C00033456,1994,Phelps Dodge Corp,,Phelps Dodge Corp,C00033456,PB,,,E1220,S&P94,N,0,1
C00033530,1994,BP America,,British Petroleum,C00033530,PB,,,E1110,Hvr04,Y,1,1
C00033548,1994,First Hawaiian Inc,,First Hawaiian Inc,C00033548,PB,,,F1100,S&P94,N,0,1
C00033555,1994,Flowers Industries,,Flowers Industries,C00033555,PB,,,G2100,S&P94,N,0,1
C00033589,1994,Corning Inc,,Corning Inc,C00033589,PB,,,M7200,S&P94,Y,0,1
C00033704,1994,FMC Corp,,FMC Corp,C00033704,PB,,,M1000,S&P94,Y,0,1
C00033753,1994,Wells Fargo,,Wells Fargo,C00033753,PB,,,F1100,S&P94,N,0,1
C00033779,1994,National Realty Cmte,,National Realty Cmte,C00033779,PB,,,F4100,AFP88,N,0,1
C00033795,1994,Arizona Cotton Growers Assn,National Cotton Council,National Cotton Council,C00033795,PB,,,A1100,Name,N,0,1
C00033944,1994,American Feed Industry Assn,,American Feed Industry Assn,C00033944,PB,,,A3100,NTPA89,N,0,1
C00033969,1994,Ciba-Geigy Corp,,Ciba-Geigy Corp,C00033969,PB,,,H4300,Phone,Y,1,1
C00033977,1994,RR Donnelley & Sons,,RR Donnelley & Sons,C00033977,PB,,,C1300,S&P94,Y,0,1
C00034066,1994,Hospital & Health Care Employees 1199C,American Federation of State/Cnty/Munic Employees,American Federation of State/Cnty/Munic Employees,C00034066,PL,,,LH100,Name,N,0,1
C00034124,1994,Dow Chemical/Eastern Employees,Dow Chemical,Dow Chemical,C00034124,PB,,,M1000,S&P94,Y,0,1
C00034132,1994,Fluor Corp,Fluor Corp,Fluor Corp,C00034132,PB,,,B1000,S&P94,Y,0,1
C00034157,1994,AFLAC Inc,,AFLAC Inc,C00034157,PB,,,F3200,S&P94,N,0,1
C00034173,1994,National Machine Tool Builders Assn,,National Machine Tool Builders Assn,C00034173,PB,,,M2300,AFP88,N,0,1
C00034181,1994,LTV Steel,LTV Corp,LTV Corp,C00034181,PB,,,M2100,S&P94,N,0,1
C00034256,1994,National Women's Political Caucus,National Women's Political Caucus,National Women's Political Caucus,C00034256,PI,,,J7400,Phone,N,0,1
C00034272,1994,National Broiler Council,,National Broiler Council,C00034272,PB,,,A2300,NTPA89,N,0,1
C00034298,1994,PPG Industries,,PPG Industries,C00034298,PB,,,M7200,S&P94,Y,0,1
C00034330,1994,Owens-Illinois,"Kohlberg, Kravis et al","Kohlberg, Kravis et al",C00034330,PB,,,M7200,S&P94,Y,0,1
C00034355,1994,Paccar Inc,,Paccar Inc,C00034355,PB,,,T3200,S&P94,Y,0,1
C00034363,1994,Watkins-Johnson Co,,Watkins-Johnson Co,C00034363,PB,,,D3000,S&P94,Y,0,1
C00034488,1994,Anheuser-Busch,,Anheuser-Busch,C00034488,PB,,,G2810,S&P94,Y,0,1
C00034538,1994,Mead Corp,,Mead Corp,C00034538,PB,,,A5200,S&P94,Y,0,1
C00034553,1994,ASARCO Inc,,ASARCO Inc,C00034553,PB,,,E1220,S&P/CR,Y,0,1
C00034595,1994,Norwest Corp,Norwest Corp,Norwest Corp,C00034595,PB,,,F1100,S&P94,N,0,1
C00034678,1994,American Waterways Operators,,American Waterways Operators,C00034678,PB,,,T6200,NTPA89,N,0,1
C00034728,1994,True Companies,,True Companies,C00034728,PB,,,A3000,Phone,N,0,1
C00034785,1994,American Collectors Assn,,American Collectors Assn,C00034785,PB,,,F5200,NTPA89,N,0,1
C00034884,1994,Amway Corp,,Amway,C00034884,PB,,,G4800,S&P94,Y,0,1
C00034934,1994,Simpson Investment,,Simpson Investment,C00034934,PB,,,A5000,S&P94,Y,0,1
C00035006,1994,Chevron Corp,Chevron Corp,Chevron Corp,C00035006,PB,,,E1110,S&P94,Y,0,1
C00035055,1994,Conoco Inc,DuPont Co,DuPont Co,C00035055,PB,,,E1100,,N,0,1
C00035154,1994,Oregon League of Conservation Voters,League of Conservation Voters,League of Conservation Voters,C00035154,PI,,,JE300,Name,N,0,1
C00035162,1994,Union Carbide,,Union Carbide,C00035162,PB,,,M1000,S&P94,N,0,1
C00035204,1994,Petroleum Marketers Assn,Petroleum Marketers Assn,Petroleum Marketers Assn,C00035204,PB,,,E1170,AFP88,Y,0,1
C00035220,1994,Westinghouse Electric,,Westinghouse Electric,C00035220,PB,,,C5000,S&P94,Y,0,1
C00035246,1994,Lincoln Club of Orange County,,Lincoln Club of Orange County,C00035246,PI,,,J1100,Name,N,0,1
C00035253,1994,Oregon Bankers Assn,American Bankers Assn,American Bankers Assn,C00035253,PB,,,F1100,AFP88,N,0,1
C00035287,1994,Dairymen Inc-North Carolina,Dairymen Inc,Dairymen Inc,C00035287,PB,,,A2000,AFP88,N,0,1
C00035451,1994,Air Line Pilots Assn,Air Line Pilots Assn,Air Line Pilots Assn,C00035451,PL,,,LT100,AFP88,N,0,1
C00035477,1994,Cotton Warehouse Assn of America,,Cotton Warehouse Assn of America,C00035477,PB,,,A1100,NTPA89,N,0,1
C00035501,1994,Comerica Inc,,Comerica Inc,C00035501,PB,,,F1100,S&P94,N,0,1
C00035519,1994,PNC Bank Corp,PNC Bank Corp,PNC Bank Corp,C00035519,PB,,,F1100,S&P94,N,0,1
C00035527,1994,Occidental Oil & Gas,Occidental Petroleum,Occidental Petroleum,C00035527,PB,,,E1110,S&P94,Y,0,1
C00035535,1994,Consumer Bankers Assn,,Consumer Bankers Assn,C00035535,PB,,,F1000,NTPA89,N,0,1
C00035667,1994,Litton Industries,,Litton Industries,C00035667,PB,,,D3000,S&P94,Y,0,1
C00035675,1994,Bristol-Myers Squibb,,Bristol-Myers Squibb,C00035675,PB,,,H4300,S&P94,Y,0,1
C00035683,1994,United Technologies,United Technologies,United Technologies,C00035683,PB,,,D2000,S&P94,Y,0,1
C00035691,1994,Halliburton Co,Halliburton Co,Halliburton Co,C00035691,PB,,,E1150,S&P94,Y,0,1
C00035766,1994,Oregon Medical Assn,American Medical Assn,American Medical Assn,C00035766,PB,,,H1100,AFP88,N,0,1
C00035774,1994,Magazine Publishers Assn,,Magazine Publishers Assn,C00035774,PB,,,C1100,NTPA89,N,0,1
C00035857,1994,Wheeling-Pittsburgh Steel,,Wheeling-Pittsburgh Steel,C00035857,PB,,,M2100,S&P94,N,0,1
C00038471,1994,Rockwell International,,Rockwell International,C00038471,PB,,,D2000,S&P94,Y,0,1
C00038604,1994,American Financial Services Assn,,American Financial Services Assn,C00038604,PB,,,F1400,AFP88,N,0,1
C00038794,1994,Dravo Corp,,Dravo Corp,C00038794,PB,,,E1230,S&P94,Y,0,1
C00038927,1994,Supima Assn of America,,Supima Assn of America,C00038927,PB,,,A1100,NTPA89,N,0,1
C00039016,1994,Cleveland-Cliffs,,Cleveland-Cliffs,C00039016,PB,,,E1220,S&P94,N,0,1
C00039123,1994,New Jersey Medical Assn,American Medical Assn,American Medical Assn,C00039123,PB,,,H1100,AFP88,N,0,1
C00039131,1994,Boise Cascade,,Boise Cascade,C00039131,PB,,,A5200,S&P94,Y,0,1
C00039164,1994,Teamsters Local 959,Teamsters Union,Teamsters Union,C00039164,PL,,,LT300,AFP90,N,0,1
C00039206,1994,Williams & Jensen,,Williams & Jensen,C00039206,PB,,,K1000,Duns,Y,0,1
C00039214,1994,National Lumber & Bldg Material Dealers,,National Lumber & Bldg Materials Dealers,C00039214,PB,,,B5000,EncAssns,Y,0,1
C00039305,1994,Travelers Group,Travelers Group,Travelers Group,C00039305,PB,,,F3100,S&P96,N,0,1
C00039321,1994,PepsiCo Inc,,PepsiCo Inc,C00039321,PB,,,G2600,S&P94,Y,0,1
C00039461,1994,Ball Corp,,Ball Corp,C00039461,PB,,,M7200,S&P94,Y,0,1
C00039479,1994,Union Camp Corp,,Union Camp Corp,C00039479,PB,,,A5200,S&P94,Y,0,1
C00039503,1994,Shell Oil,,Shell Oil,C00039503,PB,,,E1110,S&P94,Y,1,1
C00039578,1994,Council of Insurance Agents & Brokers,,Council of Insurance Agents & Brokers,C00039578,PB,,,F3100,AFP88,N,0,1
C00039610,1994,HOUPAC,,HOUPAC,C00039610,PB,,,E1120,AFP88,N,0,1
C00039941,1994,Arizona Bankers Assn,American Bankers Assn,American Bankers Assn,C00039941,PB,,,F1100,AFP88,N,0,1
C00040006,1994,NBD Bancorp,,NBD Bancorp,C00040006,PB,,,F1100,Mil$D,N,0,1
C00040014,1994,Chicago & North Western Transport,,Chicago & North Western Transport,C00040014,PB,,,T5100,S&P94,N,0,1
C00040170,1994,USAir Corp,,USAir Corp,C00040170,PB,,,T1100,S&P94,N,0,1
C00040238,1994,Burlington Industries,,Burlington Industries,C00040238,PB,,,M8000,S&P94,Y,0,1
C00040246,1994,Dow Corning,Dow Chemical/Corning,Dow Chemical/Corning,C00040246,PB,,,M1500,S&P94,N,0,1
C00040253,1994,Allstate Insurance,"Sears, Roebuck & Co","Sears, Roebuck & Co",C00040253,PB,,,F3100,S&P94,N,0,1
C00040279,1994,Abbott Laboratories,,Abbott Laboratories,C00040279,PB,,,H4300,S&P94,Y,0,1
C00040329,1994,National Retail Federation,,National Retail Federation,C00040329,PB,,,G4000,NTPA89,N,0,1
C00040352,1994,Tri Valley Growers,,Tri Valley Growers,C00040352,PB,,,A1400,S&P94,N,0,1
C00040360,1994,Midland Enterprises,,Midland Enterprises,C00040360,PB,,,T6200,S&P94,N,0,1
C00040394,1994,Williams Companies,,Williams Companies,C00040394,PB,,,E1140,S&P94,N,0,1
C00040469,1994,BHP Minerals International,Broken Hill Proprietary,Broken Hill Proprietary,C00040469,PB,,,E1200,S&P/Phone,Y,1,1
C00040535,1994,American Express,American Express,American Express,C00040535,PB,,,F1400,S&P/Phone,Y,0,1
C00040550,1994,Merrill Lynch,Merrill Lynch,Merrill Lynch,C00040550,PB,,,F2100,S&P94,Y,0,1
C00040568,1994,Marathon Oil,USX Corp,USX Corp,C00040568,PB,,,E1100,S&P94,Y,0,1
C00040584,1994,Nonprescription Drug Manufacturers Assn,,Nonprescription Drug Manufacturers Assn,C00040584,PB,,,H4300,NTPA89,N,0,1
C00040659,1994,National Assn of Federal Credit Unions,,National Assn of Federal Credit Unions,C00040659,PB,,,F1300,NTPA89,N,0,1
C00040667,1994,McDonnell Douglas,McDonnell Douglas,McDonnell Douglas,C00040667,PB,,,D2000,S&P94,Y,0,1
C00040717,1994,Dairymen Inc-Georgia,Dairymen Inc,Dairymen Inc,C00040717,PB,,,A2000,AFP88,N,0,1
C00040725,1994,United Fresh Fruit & Vegetable Assn,,United Fresh Fruit & Vegetable Assn,C00040725,PB,,,G2500,NTPA89,Y,0,1
C00040881,1994,Ohio ACRE,National Rural Electric Cooperative Assn,National Rural Electric Cooperative Assn,C00040881,PB,,,E1610,NTPA00,N,0,1
C00040907,1994,PanEnergy Corp,,PanEnergy Corp,C00040907,PB,,,E1140,S&P94,N,0,1
C00040923,1994,Metropolitan Life Insurance,Metropolitan Life,Metropolitan Life,C00040923,PB,,,F3300,S&P94,Y,0,1
C00040998,1994,National Auto Dealers Assn,,National Auto Dealers Assn,C00040998,PB,,,T2300,AFP88,N,0,1
C00041061,1994,American Pilots Assn,,American Pilots Assn,C00041061,PB,,,T6200,AFP/Phone,N,0,1
C00041178,1994,Texaco,,Texaco,C00041178,PB,,,E1110,S&P94,Y,0,1
C00041301,1994,Firstar Corp,,Firstar Corp,C00041301,PB,,,F1100,S&P94,N,0,1
C00041376,1994,Baltimore Gas & Electric,,Baltimore Gas & Electric,C00041376,PB,,,E1620,S&P94,Y,0,1
C00041558,1994,Jack Eckerd Corp,,Jack Eckerd Corp,C00041558,PB,,,G4900,S&P94,N,0,1
C00041566,1994,American Society of Assn Executives,,American Society of Assn Executives,C00041566,PO,,,G0000,NTPA00,N,0,1
C00041590,1994,Association of American Physicians & Surgeons,,Association of American Physicians & Surgeons,C00041590,PB,,,J1100,Name,N,0,1
C00041608,1994,Potlatch Corp,,Potlatch Corp,C00041608,PB,,,A5000,S&P94,Y,0,1
C00041616,1994,Mapco Inc,,Mapco Inc,C00041616,PB,,,E1160,S&P94,Y,0,1
C00041665,1994,Lykes Brothers Steamship Co,,Lykes Brothers,C00041665,PB,,,T6200,Web,N,0,1
C00041954,1994,California Farm Bureau,,California Farm Bureau,C00041954,PB,,,A6500,Name,N,0,1
C00041996,1994,WR Grace & Co,,WR Grace & Co,C00041996,PB,,,M1000,S&P94,Y,0,1
C00042002,1994,RJR Nabisco,RJR Nabisco,RJR Nabisco,C00042002,PB,,,A1300,S&P94,Y,0,1
C00042010,1994,Baker Hughes Inc,,Baker Hughes Inc,C00042010,PB,,,E1150,S&P94,N,0,1
C00042069,1994,Monsanto Co,Monsanto Co,Monsanto Co,C00042069,PB,,,M1000,S&P94,Y,0,1
C00042184,1994,Northrop Grumman,Northrop Grumman,Northrop Grumman,C00042184,PB,,,D2000,S&P94,Y,0,1
C00042382,1994,Democratic Study Group Campaign Fund,,Democratic Study Group Campaign Fund,C00042382,PI,,,J1200,Name,N,0,1
C00042424,1994,St Paul Companies,,St Paul Companies,C00042424,PB,,,F3100,S&P94,N,0,1
C00042663,1994,Kansas City Life Insurance,,Kansas City Life Insurance,C00042663,PB,,,F3300,S&P94,Y,0,1
C00042895,1994,JC Penney,JC Penney,JC Penney,C00042895,PB,,,G4300,S&P94,Y,0,1
C00042960,1994,American Frozen Food Institute,American Frozen Food Institute,American Frozen Food Institute,C00042960,PB,,,G2100,WebEC,N,0,1
C00043059,1994,American Sheep Industry Assn,,American Sheep Industry Assn,C00043059,PB,,,A3200,NTPA89,N,0,1
C00043091,1994,National Tooling & Machining Assn,,National Tooling & Machining Assn,C00043091,PB,,,M2300,AFP88,N,0,1
C00043125,1994,Valley National Bank of Arizona,Banc One Corp,Banc One Corp,C00043125,PB,,,F1100,Duns,N,0,1
C00043265,1994,Third National Corp,SunTrust Banks,SunTrust Banks,C00043265,PB,,,F1100,RandMc,N,0,1
C00043463,1994,Manufactured Housing Institute,,Manufactured Housing Institute,C00043463,PB,,,B2400,NTPA89,N,0,1
C00043471,1994,Nebraska Chiropractic Physicians Assn,American Chiropractic Assn,American Chiropractic Assn,C00043471,PB,,,H1500,AFP90,N,0,1
C00043489,1994,NationsBank,NationsBank,NationsBank,C00043489,PB,,,F1100,S&P94,N,0,1
C00043505,1994,New York Medical Assn,American Medical Assn,American Medical Assn,C00043505,PB,,,H1100,AFP88,N,0,1
C00043562,1994,Fidelity Bank,,Fidelity Bank,C00043562,PB,,,F1000,Name,N,0,1
C00043570,1994,Texas Commerce Bancshares,Chemical Bank,Chemical Bank,C00043570,PB,,,F1100,S&P94,N,0,1
C00043687,1994,Chrysler Corp,Chrysler Corp,Chrysler Corp,C00043687,PB,,,T2100,S&P94,Y,0,1
C00043711,1994,Beneficial Management Corp,,Beneficial Management Corp,C00043711,PB,,,F1400,Phone,Y,0,1
C00043901,1994,Virginia Dental Assn,,Virginia Dental Assn,C00043901,PB,,,H1400,Name,N,0,1
C00043992,1994,Campaign for UN Reform,,Campaign for UN Reform,C00043992,PI,,,J9000,Name,Y,0,1
C00044024,1994,Union Planters Corp,,Union Planters Corp,C00044024,PB,,,F1100,S&P94,N,0,1
C00044818,1994,Tennessee Dental Assn,American Dental Assn,American Dental Assn,C00044818,PB,,,H1400,Name,N,0,1
C00045781,1994,Outdoor Advertising Assn of America,,Outdoor Advertising Assn of America,C00045781,PB,,,G5230,NTPA89,N,0,1
C00045963,1994,Farm & Home Savings Assn,,Farm & Home Savings Assn,C00045963,PB,,,F1200,S&P94,N,0,1
C00046086,1994,Institute of Scrap Recycling Industries,,Institute of Scrap Recycling Industries,C00046086,PB,,,M2400,Phone,N,0,1
C00046474,1994,Ford Motor Co,Ford Motor Co,Ford Motor Co,C00046474,PB,,,T2100,S&P94,Y,0,1
C00047415,1994,Kaiser Aluminum & Chemical,,Maxxam Inc,C00047415,PB,,,M2200,Hvr01,Y,0,1
C00048165,1994,HB Zachry Co,,HB Zachry Co,C00048165,PB,,,B1000,S&P94,N,0,1
C00048181,1994,Wisconsin Bankers Assn,American Bankers Assn,American Bankers Assn,C00048181,PB,,,F1100,AFP88,N,0,1
C00048579,1994,Salt River Valley Water User's Assn,,Salt River Project,C00048579,PB,,,E5000,WebSK,Y,0,1
C00050310,1994,Sonat Inc,,Sonat Inc,C00050310,PB,,,E1140,S&P94,Y,0,1
C00051979,1994,Columbia Gas System,Columbia Gas System,Columbia Gas System,C00051979,PB,,,E1140,S&P94,N,0,1
C00053553,1994,National Rifle Assn,National Rifle Assn,National Rifle Assn,C00053553,PI,,,J6200,AFP88,N,0,1
C00054890,1994,Columbia Gas of Ohio,Columbia Gas System,Columbia Gas System,C00054890,PB,,,E1140,S&P94,N,0,1
C00055236,1994,Columbia Natural Resources,Columbia Gas System,Columbia Gas System,C00055236,PB,,,E1120,S&P94,N,0,1
C00056192,1994,Freeport-McMoRan Inc,,Freeport-McMoRan Inc,C00056192,PB,,,A4100,S&P94,Y,0,1
C00056523,1994,Idaho Bankers Assn,American Bankers Assn,American Bankers Assn,C00056523,PB,,,F1100,Name,N,0,1
C00059238,1994,Kroger Co,Kroger Co,Kroger Co,C00059238,PB,,,G2400,S&P94,N,0,1
C00059287,1994,Hercules Inc,,Hercules Inc,C00059287,PB,,,M1000,S&P94,Y,0,1
C00059329,1994,Intl Assn of Drilling Contractors,,Intl Assn of Drilling Contractors,C00059329,PB,,,E1150,NTPA89,N,0,1
C00059733,1994,Brown-Forman Corp,,Brown-Forman Corp,C00059733,PB,,,G2820,S&P94,Y,0,1
C00059832,1994,Chicago Board of Trade,,Chicago Board of Trade,C00059832,PB,,,F2200,AFP88,N,0,1
C00059899,1994,Crum & Forster Insurance,,Crum & Forster Insurance,C00059899,PB,,,F3400,Duns,N,0,1
C00060079,1994,Pennzoil Co,,Pennzoil Co,C00060079,PB,,,E1160,S&P94,Y,0,1
C00060103,1994,Amoco Corp,,Amoco Corp,C00060103,PB,,,E1110,S&P94,Y,0,1
C00060707,1994,National Assn of Social Workers,National Assn of Social Workers,National Assn of Social Workers,C00060707,PO,,,H6000,AFP88,N,0,1
C00061028,1994,Lukens Inc,,Lukens Inc,C00061028,PB,,,M2100,S&P94,Y,0,1
C00062224,1994,Clorox Co,,Clorox Co,C00062224,PB,,,M1300,S&P94,N,0,1
C00062646,1994,General Mills,General Mills,General Mills,C00062646,PB,,,G2100,S&P94,Y,0,1
